CustomerKey|CustomerName|Gender|birthdate|MaritialStatus|EducationLevel|Occupation|AnnualIncome|Totalchildren
13935|KIMBERLY SANCHEZ|Female|1960-12-24|M|High School|Skilled Manual|40000.0|4
13936|NATHAN WILSON|Male|1967-07-12|M|Partial College|Skilled Manual|70000.0|0
13937|VICTORIA WARE|Female|1967-09-24|S|Partial College|Skilled Manual|70000.0|0
13938|ALEJANDRO CAI|Male|1967-08-07|M|Graduate Degree|Professional|60000.0|0
13939|EDUARDO RAMIREZ|Male|1967-03-20|S|Graduate Degree|Professional|60000.0|0
13940|EMMA SIMMONS|Female|1967-08-17|S|Graduate Degree|Professional|60000.0|0
13941|BRITTANY HAYES|Female|1960-11-28|M|Partial College|Skilled Manual|60000.0|1
13942|SETH LONG|Male|1960-04-08|M|Partial College|Skilled Manual|60000.0|1
13943|KELLY BRYANT|Female|1960-10-03|M|Partial College|Skilled Manual|60000.0|1
13944|ANDREW MOORE|Male|1960-08-01|M|Partial College|Skilled Manual|60000.0|1
13945|YOLANDA LUO|Female|1960-08-14|M|Partial College|Skilled Manual|60000.0|1
13946|JASON POWELL|Male|1959-07-26|M|Bachelors|Professional|60000.0|4
13947|MEGAN HUGHES|Female|1959-11-15|M|Graduate Degree|Professional|70000.0|1
13948|SUSAN MA|Female|1959-03-01|S|Graduate Degree|Professional|80000.0|2
13949|DWAYNE RAMOS|Male|1959-09-13|M|Graduate Degree|Professional|80000.0|2
13950|MEREDITH HERNANDEZ|Female|1958-03-19|M|Graduate Degree|Professional|70000.0|5
13951|DYLAN HUGHES|Male|1929-10-06|S|Graduate Degree|Management|60000.0|1
13952|FRANKLIN YE|Male|1969-07-09|M|Graduate Degree|Management|90000.0|1
13953|THERESA MUNOZ|Female|1969-03-21|M|Graduate Degree|Management|100000.0|1
13954|EDDIE RAMOS|Male|1968-03-23|M|Bachelors|Professional|60000.0|2
13955|ANDRES RAJI|Male|1970-02-08|M|Bachelors|Professional|90000.0|2
13956|DAWN MA|Female|1968-10-12|S|Bachelors|Professional|70000.0|5
13957|MEREDITH MUNOZ|Female|1967-11-28|S|Bachelors|Professional|60000.0|2
13958|DIANE MARTIN|Female|1967-10-15|M|Bachelors|Professional|70000.0|5
13959|EBONY CARLSON|Female|1969-05-23|M|Graduate Degree|Management|120000.0|1
13960|LACEY KUMAR|Female|1967-07-05|S|Bachelors|Professional|70000.0|5
13961|SHAWNA RAJI|Female|1966-05-08|M|Graduate Degree|Management|80000.0|5
13962|DAWN LI|Female|1966-05-09|M|Graduate Degree|Management|80000.0|5
13963|VERONICA PATEL|Female|1966-11-28|M|Graduate Degree|Management|80000.0|5
13964|JASMINE LEWIS|Female|1966-02-18|S|Bachelors|Professional|90000.0|0
13965|BARRY SARA|Male|1966-02-26|M|Bachelors|Professional|90000.0|0
13966|DARREN DOMINGUEZ|Male|1966-04-04|M|Bachelors|Professional|90000.0|0
13967|GLENN ZHANG|Male|1965-01-23|S|Bachelors|Professional|60000.0|3
13968|LYDIA SAI|Female|1965-04-25|S|Bachelors|Professional|60000.0|3
13969|ROY MARTINEZ|Male|1968-02-11|S|Bachelors|Professional|70000.0|0
13970|PEDRO RANA|Male|1968-04-17|S|Bachelors|Professional|70000.0|0
13971|BIANCA ZHAO|Female|1968-06-07|S|Bachelors|Professional|70000.0|0
13972|EUGENE LIANG|Male|1965-04-02|S|Bachelors|Professional|70000.0|0
13973|BETHANY SHAN|Female|1964-06-02|S|Bachelors|Professional|60000.0|3
13974|TINA CHANDRA|Female|1964-09-25|M|Bachelors|Professional|60000.0|4
13975|JOHNNY RAJE|Male|1964-03-27|S|Bachelors|Professional|60000.0|4
13976|EMMANUEL SMITH|Male|1968-05-16|M|Bachelors|Management|100000.0|2
13977|ALEXANDRA BROWN|Female|1968-01-19|M|Bachelors|Management|100000.0|2
13978|ZOE PETERSON|Female|1968-05-11|M|Bachelors|Management|100000.0|3
13979|CHLOE JENKINS|Female|1979-04-03|S|High School|Skilled Manual|40000.0|0
13980|MARGARET LIU|Female|1979-09-18|S|Partial College|Skilled Manual|30000.0|0
13981|JOY CARLSON|Female|1944-06-12|M|High School|Skilled Manual|10000.0|5
13982|CLARENCE CHANDER|Male|1944-03-21|M|High School|Skilled Manual|20000.0|3
13983|LOGAN COLLINS|Male|1944-06-05|M|High School|Skilled Manual|20000.0|4
13984|ADRIAN RICHARDSON|Male|1979-03-08|S|Partial College|Skilled Manual|60000.0|0
13985|ALEXIS WOOD|Female|1979-04-24|M|Partial College|Skilled Manual|60000.0|0
13986|CHLOE ANDERSON|Female|1979-10-25|M|Partial College|Skilled Manual|60000.0|0
13987|EDUARDO COLLINS|Male|1978-11-05|S|High School|Skilled Manual|40000.0|0
13988|MIGUEL WHITE|Male|1978-11-10|S|Partial High School|Clerical|40000.0|0
13989|CHLOE BRADLEY|Female|1978-01-17|S|Partial College|Skilled Manual|40000.0|0
13990|STEPHANIE WOOD|Female|1978-03-26|S|Partial College|Skilled Manual|40000.0|0
13991|JACK HAYES|Male|1978-03-08|M|Partial College|Skilled Manual|40000.0|0
13992|GREGORY XIE|Male|1978-06-06|S|Partial College|Skilled Manual|60000.0|0
13993|ZACHARY PATTERSON|Male|1978-08-24|M|Partial College|Skilled Manual|60000.0|0
13994|ISAAC COOK|Male|1946-07-17|M|Partial College|Clerical|30000.0|2
13995|MICHELE BLACK|Female|1947-06-10|M|High School|Skilled Manual|20000.0|4
13996|MARIE PEREZ|Female|1947-09-08|M|High School|Skilled Manual|20000.0|4
13997|RAQUEL HERNANDEZ|Female|1947-05-24|M|Partial College|Clerical|30000.0|2
13998|ETHAN MARTIN|Male|1948-10-23|M|Partial High School|Clerical|10000.0|2
13999|ELIJAH GONZALES|Male|1978-08-17|M|Partial College|Skilled Manual|70000.0|0
14000|TERRY SHARMA|Male|1977-04-26|S|Partial High School|Clerical|40000.0|0
14001|HUNTER HILL|Male|1977-07-26|S|Partial High School|Clerical|40000.0|0
14002|JACQUELINE REED|Female|1977-10-27|S|Partial College|Skilled Manual|30000.0|0
14003|ANGEL RAMIREZ|Male|1977-10-05|S|Partial College|Skilled Manual|30000.0|0
14004|CAITLIN KELLY|Female|1977-04-13|M|Partial College|Skilled Manual|60000.0|0
14005|NOAH HUGHES|Male|1977-05-13|M|Partial College|Skilled Manual|70000.0|0
14006|BRIANNA WALKER|Female|1977-09-27|M|Partial College|Skilled Manual|70000.0|0
14007|REBEKAH GARCIA|Female|1949-08-26|M|Partial High School|Clerical|10000.0|2
14008|KAREN LIU|Female|1949-07-14|M|Partial High School|Clerical|10000.0|2
14009|BRANDY PRASAD|Female|1949-09-05|M|Partial High School|Clerical|20000.0|2
14010|THOMAS MOORE|Male|1950-08-05|M|Partial College|Clerical|30000.0|3
14011|ROGER SHEN|Male|1950-11-08|S|Partial College|Clerical|30000.0|3
14012|EDDIE VAZQUEZ|Male|1950-02-12|M|Bachelors|Management|40000.0|2
14013|JIMMY BLANCO|Male|1951-08-11|M|High School|Skilled Manual|30000.0|3
14014|LESLIE SERRANO|Female|1951-09-27|M|High School|Skilled Manual|30000.0|3
14015|KURT LAL|Male|1951-04-19|M|High School|Skilled Manual|30000.0|3
14016|MARY SANDIDGE|Male|1951-01-14|M|High School|Skilled Manual|30000.0|3
14017|CHLOE RODRIGUEZ|Female|1980-11-22|S|Partial College|Skilled Manual|60000.0|0
14018|NINA RAI|Female|1952-01-02|M|High School|Skilled Manual|30000.0|3
14019|KATHLEEN ROMERO|Female|1952-07-21|M|High School|Skilled Manual|30000.0|3
14020|KRISTINE DOMINGUEZ|Female|1954-06-20|S|Partial College|Skilled Manual|80000.0|2
14021|MICHELLE RICHARDSON|Female|1975-11-02|S|Partial College|Skilled Manual|30000.0|0
14022|TAYLOR LEE|Female|1975-06-05|S|High School|Skilled Manual|30000.0|0
14023|BETH CARLSON|Female|1975-10-15|S|High School|Skilled Manual|30000.0|0
14024|HANNAH MOORE|Female|1975-12-23|S|Partial College|Skilled Manual|60000.0|0
14025|ROBERT ALEXANDER|Male|1974-03-18|M|High School|Skilled Manual|30000.0|0
14026|CHLOE BUTLER|Female|1974-05-01|S|High School|Skilled Manual|30000.0|0
14027|CARLOS PEREZ|Male|1973-05-13|M|Partial College|Professional|70000.0|0
14028|PATRICIA SRINI|Female|1973-07-12|S|Partial College|Professional|70000.0|0
14029|CHRISTINA MORRIS|Female|1976-08-22|M|Partial College|Professional|60000.0|0
14030|LAWRENCE SANZ|Male|1955-10-21|S|High School|Skilled Manual|80000.0|2
14031|RUBEN SUAREZ|Male|1955-02-17|M|High School|Skilled Manual|80000.0|2
14032|ARTHUR CHANDRA|Male|1956-01-07|M|High School|Skilled Manual|70000.0|2
14033|MELINDA TORRES|Female|1957-02-19|S|High School|Professional|80000.0|2
14034|DENNIS LIANG|Male|1958-04-08|S|Graduate Degree|Management|130000.0|0
14035|HUNTER HUGHES|Male|1973-08-02|S|Bachelors|Management|80000.0|0
14036|AMANDA TORRES|Female|1974-06-27|M|Partial College|Professional|60000.0|0
14037|LYDIA SARA|Female|1974-04-22|M|Partial College|Professional|60000.0|0
14038|MADISON FOSTER|Female|1959-11-22|M|Graduate Degree|Management|130000.0|0
14039|NATHAN WANG|Male|1959-09-19|S|Graduate Degree|Management|160000.0|0
14040|STEPHANIE MORRIS|Female|1957-05-12|S|Partial High School|Skilled Manual|80000.0|2
14041|DANIELLE BELL|Female|1957-04-03|S|Partial High School|Skilled Manual|80000.0|2
14042|STEPHANIE ADAMS|Female|1957-01-01|M|High School|Professional|60000.0|2
14043|MARY GONZALEZ|Female|1957-02-28|S|High School|Professional|60000.0|2
14044|THOMAS WRIGHT|Male|1957-07-14|M|Partial College|Professional|70000.0|2
14045|TANYA RAMOS|Female|1967-04-05|M|Bachelors|Professional|80000.0|5
14046|CHERYL SANZ|Female|1967-06-04|M|Bachelors|Professional|90000.0|4
14047|LINDA ALVAREZ|Female|1962-10-15|S|Partial College|Skilled Manual|70000.0|1
14048|WYATT MITCHELL|Male|1962-04-03|M|Bachelors|Professional|60000.0|1
14049|GINA HERNANDEZ|Female|1962-09-07|M|Bachelors|Professional|60000.0|1
14050|MANUEL LOPEZ|Male|1966-05-16|S|Graduate Degree|Management|100000.0|0
14051|NATHANIEL RIVERA|Male|1966-04-14|S|Bachelors|Professional|100000.0|0
14052|JORGE MA|Male|1966-06-26|S|Graduate Degree|Management|110000.0|0
14053|TAMARA HUANG|Female|1966-09-17|S|Graduate Degree|Management|110000.0|0
14054|REGINALD MARTIN|Male|1960-04-10|M|Partial College|Skilled Manual|60000.0|1
14055|ALEJANDRO KUMAR|Male|1960-07-03|M|Partial College|Skilled Manual|60000.0|1
14056|NELSON SANZ|Male|1960-04-27|M|Partial College|Skilled Manual|60000.0|1
14057|LANCE ALONSO|Male|1959-11-24|M|Bachelors|Professional|90000.0|1
14058|JOHNNY ANAND|Male|1965-06-14|S|Bachelors|Professional|70000.0|0
14059|RODNEY RAMOS|Male|1965-12-22|M|Bachelors|Professional|80000.0|5
14060|CEDRIC SHARMA|Male|1965-11-27|M|Bachelors|Professional|80000.0|5
14061|NAOMI TORRES|Female|1965-07-02|M|Bachelors|Professional|80000.0|5
14062|MADISON CLARK|Female|1964-07-18|S|Bachelors|Professional|70000.0|0
14063|PATRICK SANDS|Female|1964-08-08|S|Bachelors|Professional|70000.0|0
14064|STACEY LI|Female|1964-06-09|S|Bachelors|Professional|70000.0|0
14065|SAMUEL DIAZ|Male|1963-07-27|S|Bachelors|Professional|70000.0|0
14066|MELODY JIMENEZ|Female|1962-11-23|S|Partial College|Skilled Manual|60000.0|1
14067|LARRY SANZ|Male|1962-04-20|S|Bachelors|Professional|70000.0|5
14068|BRENT MCDONALD|Male|1962-06-04|M|Bachelors|Professional|70000.0|5
14069|JOY SERRANO|Female|1962-02-21|M|Bachelors|Professional|70000.0|5
14070|RICKY ALONSO|Male|1958-11-10|S|Bachelors|Professional|90000.0|2
14071|JACK LI|Male|1958-11-27|S|Bachelors|Management|90000.0|2
14072|ALLEN SMITH|Male|1957-03-24|M|Partial College|Skilled Manual|80000.0|1
14073|GABRIEL ALEXANDER|Male|1935-04-27|M|Partial College|Clerical|30000.0|2
14074|BARBARA XU|Female|1949-06-07|M|High School|Skilled Manual|10000.0|2
14075|ROBERT HARRIS|Male|1976-11-20|S|High School|Skilled Manual|30000.0|0
14076|JUSTIN ROSS|Male|1976-02-27|M|High School|Skilled Manual|30000.0|0
14077|BRYAN TOWNSEND|Male|1976-04-13|S|High School|Skilled Manual|30000.0|0
14078|RYAN ALEXANDER|Male|1975-11-23|M|High School|Skilled Manual|40000.0|0
14079|LAUREN PRICE|Female|1976-03-14|S|High School|Skilled Manual|40000.0|0
14080|CYNTHIA SRINI|Female|1976-05-19|S|High School|Skilled Manual|40000.0|0
14081|NICOLE BUTLER|Female|1980-04-06|M|High School|Skilled Manual|30000.0|0
14082|JOHNNY JAI|Male|1980-05-06|S|High School|Skilled Manual|30000.0|0
14083|NATHAN LOPEZ|Male|1980-11-03|M|High School|Skilled Manual|30000.0|0
14084|ROBERT LAL|Male|1980-05-06|S|High School|Skilled Manual|30000.0|0
14085|NATHAN GARCIA|Male|1980-03-02|M|High School|Skilled Manual|30000.0|0
14086|MAURICE CHANDER|Male|1946-02-20|M|High School|Skilled Manual|10000.0|5
14087|HAROLD GARCIA|Male|1937-05-05|S|Bachelors|Management|40000.0|2
14088|ALEXANDRA LOPEZ|Female|1978-05-25|S|Partial High School|Clerical|30000.0|0
14089|KAITLYN GRAY|Female|1978-10-09|S|High School|Skilled Manual|40000.0|0
14090|JENNIFER LEWIS|Female|1977-10-16|M|Partial High School|Clerical|30000.0|0
14092|MAURICE NATH|Male|1977-11-24|S|Partial High School|Clerical|30000.0|0
14093|JILLIAN ARTHUR|Female|1977-04-19|S|Partial High School|Clerical|30000.0|0
14094|AMANDA RUSSELL|Female|1977-05-10|S|High School|Skilled Manual|40000.0|0
14095|PAIGE GRIFFIN|Female|1976-09-10|M|High School|Skilled Manual|40000.0|0
14096|SAMUEL GREEN|Male|1979-08-20|S|Partial High School|Clerical|30000.0|0
14097|JOHNATHAN SRINI|Male|1979-09-26|M|High School|Skilled Manual|40000.0|0
14098|ALLISON LOPEZ|Female|1979-04-24|M|High School|Skilled Manual|40000.0|0
14099|RAFAEL LIN|Male|1939-11-24|M|Bachelors|Management|40000.0|2
14100|ALISHA XU|Female|1941-05-19|M|Bachelors|Management|40000.0|2
14101|FRANKLIN LAL|Male|1942-09-11|M|Bachelors|Management|40000.0|2
14102|LISA HUANG|Female|1942-02-27|S|Graduate Degree|Management|60000.0|2
14103|MONIQUE BLANCO|Female|1943-10-06|S|Bachelors|Management|40000.0|2
14105|JACKSON ZHANG|Male|1976-12-04|S|Partial College|Skilled Manual|40000.0|0
14106|MELISSA HUGHES|Female|1976-01-13|S|Partial College|Skilled Manual|40000.0|0
14107|ALEXANDRA GARCIA|Female|1975-07-24|S|High School|Skilled Manual|40000.0|0
14108|THOMAS YANG|Male|1975-04-07|S|High School|Skilled Manual|40000.0|0
14109|AIDAN GONZALES|Male|1974-08-23|M|Partial College|Skilled Manual|30000.0|0
14110|DAKOTA SIMMONS|Male|1973-06-11|S|Partial College|Skilled Manual|60000.0|0
14111|MICHAEL ANDERSON|Male|1972-11-22|S|Partial College|Skilled Manual|70000.0|0
14112|CHARLES SANCHEZ|Male|1972-11-06|S|Partial College|Skilled Manual|70000.0|0
14113|NATALIE LOPEZ|Female|1972-04-22|S|Partial College|Skilled Manual|70000.0|0
14114|CHLOE MARTIN|Female|1972-01-07|M|Partial College|Skilled Manual|70000.0|0
14115|SAMANTHA GONZALES|Female|1972-06-04|S|Bachelors|Management|80000.0|0
14116|BRIANNA TORRES|Female|1968-02-18|S|Bachelors|Management|80000.0|0
14117|EMMA COOK|Female|1968-10-23|S|Bachelors|Management|80000.0|0
14118|ELIZABETH ROSS|Female|1967-07-14|S|Bachelors|Management|100000.0|1
14119|PAIGE COOPER|Female|1967-06-11|S|Graduate Degree|Management|110000.0|0
14120|GABRIELLE COOPER|Female|1967-06-17|M|Bachelors|Management|120000.0|0
14121|DEVON GOEL|Male|1967-07-13|S|Graduate Degree|Management|130000.0|0
14122|KAITLYN MILLER|Female|1942-02-13|M|Bachelors|Management|80000.0|5
14123|ERICK MEHTA|Male|1979-12-11|M|Partial College|Manual|10000.0|0
14124|JUSTIN LI|Male|1980-09-11|M|Partial College|Manual|10000.0|0
14125|SHANE GONZALEZ|Male|1978-05-19|S|Partial College|Manual|10000.0|0
14126|ANDY DOMINGUEZ|Male|1978-10-13|M|Partial College|Manual|10000.0|0
14127|LACEY ZHANG|Female|1976-02-08|M|High School|Manual|10000.0|0
14128|IAN HARRIS|Male|1979-01-20|S|High School|Manual|10000.0|1
14129|MONICA MARTINEZ|Female|1979-10-18|M|Bachelors|Clerical|20000.0|0
14130|REBEKAH SERRANO|Female|1979-03-14|M|Bachelors|Clerical|20000.0|0
14132|BRANDON ROSS|Male|1977-01-20|S|High School|Manual|10000.0|1
14133|RICARDO KUMAR|Male|1977-11-16|S|Bachelors|Clerical|20000.0|0
14134|CASSANDRA FERNANDEZ|Female|1977-06-13|S|Partial College|Manual|20000.0|0
14135|CLAYTON XIE|Male|1943-08-10|M|Partial College|Manual|20000.0|1
14136|LOUIS SHE|Male|1943-04-05|M|Partial College|Manual|20000.0|2
14137|JOY RUIZ|Female|1943-10-06|M|Partial College|Manual|20000.0|2
14138|VINCENT HE|Male|1943-10-16|S|Partial College|Manual|20000.0|2
14139|MEREDITH SAI|Female|1961-03-25|M|Graduate Degree|Clerical|30000.0|4
14140|MEAGAN SAI|Female|1961-07-08|M|Graduate Degree|Clerical|30000.0|4
14141|ANA BRYANT|Female|1960-06-11|S|High School|Manual|10000.0|1
14142|DAMIEN ZHENG|Male|1960-09-13|M|High School|Manual|10000.0|1
14143|JILL SANDOVAL|Female|1960-03-13|S|Partial College|Manual|20000.0|1
14144|LEE GUTIERREZ|Male|1959-10-11|M|High School|Manual|10000.0|1
14145|JESSIE YE|Male|1959-02-15|S|High School|Manual|10000.0|1
14146|TONI SARA|Female|1959-07-22|M|Partial College|Manual|20000.0|2
14147|MARCUS RIVERA|Male|1958-03-17|M|Graduate Degree|Clerical|30000.0|1
14148|SHAUN SHARMA|Male|1958-03-12|M|Graduate Degree|Clerical|30000.0|1
14149|DONALD SRINI|Male|1960-10-27|M|Bachelors|Clerical|30000.0|3
14150|BILLY MUNOZ|Male|1959-02-21|M|Bachelors|Clerical|30000.0|3
14151|MARIE MARTIN|Female|1970-10-26|S|High School|Manual|10000.0|2
14152|LUKE TURNER|Male|1970-03-10|S|Partial College|Manual|20000.0|0
14153|DYLAN LEWIS|Male|1970-11-14|S|Partial College|Manual|20000.0|0
14154|WILLIE GAO|Male|1970-10-09|M|Bachelors|Clerical|30000.0|0
14155|OLIVIA MORRIS|Female|1970-09-10|M|Graduate Degree|Clerical|40000.0|0
14156|PRESTON GONZALEZ|Male|1969-05-18|S|Partial College|Manual|20000.0|0
14157|WILLIE XU|Male|1969-04-14|S|Bachelors|Clerical|30000.0|0
14158|CRAIG MORENO|Male|1969-02-04|S|Graduate Degree|Clerical|40000.0|0
14159|JAY MALHOTRA|Male|1969-11-12|S|Graduate Degree|Clerical|40000.0|0
14160|BRITTNEY HU|Female|1969-07-05|M|Graduate Degree|Clerical|40000.0|0
14161|CLAUDIA LI|Female|1969-02-02|S|Graduate Degree|Clerical|40000.0|0
14162|BRETT GARCIA|Male|1969-11-18|M|Graduate Degree|Clerical|40000.0|0
14163|EBONY GARCIA|Female|1969-10-23|M|Graduate Degree|Clerical|40000.0|0
14165|NATALIE GRAY|Female|1969-04-28|S|Graduate Degree|Skilled Manual|50000.0|0
14166|ELIZABETH JENKINS|Female|1922-10-11|M|Bachelors|Clerical|10000.0|3
14167|PAMELA SUBRAM|Female|1951-04-02|S|Partial College|Manual|10000.0|3
14168|EDWIN GUO|Male|1951-09-25|M|Partial College|Manual|20000.0|2
14169|CARMEN MARTINEZ|Female|1968-04-16|S|High School|Manual|10000.0|3
14170|REBEKAH MORENO|Female|1968-11-02|S|High School|Manual|10000.0|3
14171|MICHELE LAL|Female|1944-09-05|S|Partial College|Professional|90000.0|5
14172|CARLA GARCIA|Female|1944-04-21|S|Bachelors|Management|130000.0|3
14173|TONYA SHAN|Female|1945-04-21|M|High School|Professional|70000.0|5
14174|ALBERTO DIAZ|Male|1945-09-08|M|High School|Professional|70000.0|5
14175|CYNTHIA MEHTA|Female|1945-05-20|M|Bachelors|Management|110000.0|3
14176|MINDY RAI|Unknown|1946-03-08|M|Partial College|Professional|80000.0|5
14177|KENNETH NARA|Male|1946-05-22|M|Partial College|Professional|80000.0|5
14178|KATIE RAJE|Female|1946-09-15|S|Partial College|Professional|90000.0|5
14179|CLAUDIA XU|Female|1946-04-26|S|Bachelors|Management|100000.0|2
14180|HENRY PATEL|Male|1946-05-05|M|Bachelors|Management|100000.0|2
14181|ADRIANA CHANDRA|Female|1946-12-02|M|Bachelors|Management|100000.0|3
14182|STEVE LIN|Male|1954-09-20|M|Partial College|Professional|110000.0|3
14184|CALEB JENKINS|Male|1953-10-27|M|Bachelors|Management|170000.0|0
14185|FRANK VAZQUEZ|Male|1952-11-19|S|Partial College|Professional|80000.0|4
14186|KATRINA TANG|Female|1952-06-26|M|Partial College|Professional|80000.0|4
14187|EUGENE LU|Male|1952-09-24|M|Partial College|Professional|100000.0|3
14188|MEAGAN SANCHEZ|Female|1951-11-07|M|High School|Professional|80000.0|4
14189|KRISTA MARTIN|Female|1951-09-01|M|High School|Professional|90000.0|4
14190|CANDACE PATEL|Female|1951-05-23|M|High School|Professional|90000.0|4
14191|DERRICK MARTIN|Male|1951-01-15|M|Partial College|Professional|160000.0|4
14192|RONALD KAPOOR|Male|1950-08-23|M|High School|Management|90000.0|4
14194|CASSIE RAI|Female|1950-01-26|M|Partial College|Management|120000.0|4
14198|DAISY ROMERO|Female|1949-11-12|M|High School|Management|110000.0|4
14199|SAMUEL ANDERSON|Male|1949-07-02|M|High School|Management|130000.0|4
14200|COLLEEN GOEL|Female|1948-10-07|M|Partial High School|Skilled Manual|70000.0|5
14201|MARIE SERRANO|Female|1948-04-10|M|High School|Management|80000.0|5
14202|CLAYTON ZENG|Male|1948-07-19|S|Partial High School|Skilled Manual|90000.0|4
14203|SETH RODRIGUEZ|Male|1947-05-14|S|High School|Management|80000.0|5
14204|CHELSEA SARA|Female|1947-08-09|M|Partial High School|Skilled Manual|80000.0|5
14205|WESLEY WU|Male|1947-04-23|S|Partial High School|Skilled Manual|90000.0|5
14206|EDWIN WEST|Male|1947-07-06|M|Partial High School|Professional|100000.0|4
14207|JOSÉ SARAIVA|Male|1947-09-21|M|Partial High School|Professional|110000.0|4
14208|EUGENE XU|Male|1947-08-22|S|High School|Management|120000.0|5
14209|CRAIG RAMOS|Male|1975-04-09|M|Bachelors|Professional|60000.0|0
14210|JENNY TANG|Female|1976-10-27|M|Bachelors|Professional|80000.0|0
14211|EMMA BRADLEY|Female|1975-03-15|S|Bachelors|Professional|70000.0|0
14212|ERICK MADAN|Male|1975-05-03|S|Bachelors|Professional|80000.0|0
14213|AUTUMN GUO|Female|1975-11-11|M|Bachelors|Professional|80000.0|0
14214|ROBYN MUNOZ|Female|1975-06-26|S|Bachelors|Professional|90000.0|0
14215|STACEY YANG|Female|1975-06-05|S|Bachelors|Professional|90000.0|0
14216|EDWIN ZHENG|Male|1974-11-06|S|Bachelors|Professional|70000.0|0
14217|TERRANCE LOPEZ|Male|1974-04-25|S|Bachelors|Professional|80000.0|0
14218|KARL KUMAR|Male|1974-02-08|S|Bachelors|Professional|90000.0|0
14219|CHRISTY YE|Female|1974-11-01|S|Bachelors|Professional|90000.0|0
14220|LATASHA ROMERO|Female|1974-07-20|M|High School|Management|100000.0|0
14221|GLENN ZHAO|Male|1972-04-05|S|Bachelors|Professional|80000.0|0
14222|DAWN ZHANG|Female|1972-07-27|S|Bachelors|Professional|80000.0|0
14223|LARRY RUBIO|Male|1972-05-28|M|Bachelors|Professional|80000.0|0
14224|TAMARA SHE|Female|1973-09-21|S|Partial College|Management|110000.0|0
14225|ALISHA CHEN|Female|1972-05-27|M|Bachelors|Professional|90000.0|0
14226|HEIDI MEHTA|Female|1972-07-26|S|Bachelors|Professional|90000.0|0
14227|ALISON XU|Female|1972-10-21|M|High School|Management|100000.0|0
14228|ARTURO RAJE|Male|1971-08-21|S|Bachelors|Professional|80000.0|0
14229|ALLEN PEREZ|Male|1971-07-06|S|Bachelors|Professional|80000.0|0
14230|LUIS COLEMAN|Male|1971-07-11|S|Bachelors|Professional|90000.0|0
14231|KARI SAI|Female|1972-08-05|M|Partial High School|Professional|120000.0|0
14232|OMAR HUANG|Male|1971-03-18|M|High School|Management|100000.0|0
14233|RICARDO SHE|Male|1971-06-27|S|High School|Management|100000.0|0
14234|GINA ROMERO|Female|1970-06-17|S|High School|Management|100000.0|0
14235|LARRY ALVAREZ|Male|1970-05-21|M|Partial High School|Professional|100000.0|0
14236|ABIGAIL RICHARDSON|Female|1970-11-26|M|High School|Management|110000.0|0
14237|KATE ANDERSEN|Female|1970-04-11|M|Partial High School|Professional|120000.0|0
14238|JAY GONZALEZ|Male|1970-06-04|M|Partial High School|Professional|120000.0|0
14239|MARIA PETERSON|Female|1941-06-19|M|Bachelors|Management|70000.0|5
14240|CAROLINE FOSTER|Female|1941-06-18|M|Bachelors|Management|80000.0|4
14241|GRACE WOOD|Female|1941-10-27|M|Graduate Degree|Management|110000.0|2
14242|RAFAEL YE|Male|1942-06-02|M|Bachelors|Management|70000.0|5
14243|GREGORY WINSTON|Female|1942-04-04|S|Bachelors|Management|90000.0|5
14244|JENNIFER GRIFFIN|Female|1942-03-11|M|Bachelors|Management|90000.0|5
14245|ANA RUSSELL|Female|1942-11-02|M|Bachelors|Management|90000.0|5
14246|DEVIN GARCIA|Male|1942-03-07|S|Bachelors|Management|90000.0|5
14247|HUNTER ALLEN|Male|1942-02-27|M|Bachelors|Management|90000.0|5
14248|MISTY TANG|Female|1942-03-02|M|Graduate Degree|Management|100000.0|2
14249|EDUARDO THOMAS|Male|1942-01-09|M|Graduate Degree|Management|110000.0|2
14250|ADAM COLLINS|Male|1942-08-03|S|Bachelors|Management|130000.0|2
14251|ALEX BROOKS|Male|1942-08-22|M|Graduate Degree|Management|170000.0|2
14252|DESTINY COOK|Female|1943-06-04|M|Graduate Degree|Management|100000.0|2
14253|EDUARDO SCOTT|Male|1943-10-20|S|Bachelors|Management|110000.0|2
14254|TABITHA GILL|Female|1943-09-01|M|Bachelors|Management|110000.0|2
14255|JONATHAN JACKSON|Male|1943-02-26|S|Bachelors|Management|110000.0|2
14256|ELIZABETH ROBINSON|Female|1943-05-17|S|Graduate Degree|Management|170000.0|2
14257|JAMES CARTER|Male|1943-02-01|M|Graduate Degree|Management|170000.0|2
14258|HALEY FOSTER|Female|1944-07-18|S|Bachelors|Management|70000.0|4
14259|ANTONIO FLORES|Male|1953-03-03|S|Partial College|Skilled Manual|40000.0|3
14260|FRANK RUIZ|Male|1953-12-10|S|Partial College|Skilled Manual|40000.0|3
14262|JON HE|Male|1953-11-11|M|Graduate Degree|Management|70000.0|2
14263|NINA LAL|Female|1954-02-24|S|Partial College|Skilled Manual|80000.0|2
14264|KARL LAL|Male|1954-02-08|S|Partial College|Skilled Manual|80000.0|2
14265|GARRETT BELL|Male|1975-03-17|S|Partial College|Skilled Manual|30000.0|0
14266|CORY PATEL|Male|1975-05-27|M|Partial College|Skilled Manual|30000.0|0
14267|LAUREN WOOD|Female|1975-09-13|S|Partial College|Skilled Manual|30000.0|0
